idh_ch,region_c,factor_ch,inc_total_ch,inc_proxy_ch,inc_proxy_ch_pc,inc_total_norm_ch_pc,shock,inc_after_shock,poor_before,poor_after,poor_new,afectados,P1_elegible,P2_elegible,P3_elegible,P4_elegible,P5_elegible,P6_elegible,P1_benef,P2_benef,P3_benef,P4_benef,P5_benef,P6_benef,P_benef,P_no_benef
1,mun3,122," $1,072.5 "," $1,170.6 ", $234.1 , $431.0 , $73.5 , $357.5 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2,mun3,123," $1,955.0 "," $2,033.1 ", $508.3 , $935.8 , $98.9 , $836.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,mun3,124, $125.0 , $185.2 , $185.2 , $341.0 , $73.9 , $267.1 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,mun3,123, $135.0 , $222.6 , $111.3 , $204.9 , $91.5 , $113.5 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,mun3,123, $902.5 , $993.0 , $496.5 , $914.1 , $90.8 , $823.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,mun3,123, $694.2 , $788.5 , $197.1 , $362.9 , $138.4 , $224.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,mun3,123, $853.1 , $928.6 , $309.5 , $569.9 , $73.5 , $496.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,mun3,123, $500.0 , $620.7 , $206.9 , $380.9 , $119.0 , $261.9 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
9,mun3,123, $912.5 , $978.8 , $489.4 , $901.0 , $116.9 , $784.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10,mun3,122, $702.5 , $791.5 , $263.8 , $485.7 , $79.5 , $406.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,mun3,122," $1,389.8 "," $1,489.7 ", $297.9 , $548.5 , $57.1 , $491.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12,mun3,276, $967.5 ," $1,011.2 ", $337.1 , $620.6 , $73.3 , $547.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13,mun3,272, $20.0 , $139.6 , $139.6 , $257.0 , $117.8 , $139.2 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14,mun3,274, $412.5 , $489.9 , $54.4 , $100.2 , $92.4 , $7.8 ,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0
15,mun3,275, $633.8 , $728.1 , $182.0 , $335.1 , $104.2 , $231.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16,mun3,276, $351.7 , $490.1 , $163.4 , $300.7 , $109.7 , $191.1 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17,mun3,273, $486.7 , $569.3 , $94.9 , $174.7 , $105.8 , $68.9 ,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
18,mun3,278, $152.5 , $257.3 , $257.3 , $473.7 , $79.5 , $394.2 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,mun3,276, $595.0 , $723.3 , $120.5 , $221.9 , $124.4 , $97.5 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
20,mun3,275, $271.7 , $393.3 , $98.3 , $181.0 , $79.8 , $101.3 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
21,mun3,274, $372.5 , $515.1 , $171.7 , $316.1 , $92.3 , $223.8 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
22,mun3,274, $438.3 , $560.6 , $186.9 , $344.1 , $100.8 , $243.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23,mun3,141, $520.8 , $563.7 , $140.9 , $259.5 , $86.4 , $173.0 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
24,mun3,141, $191.0 , $320.1 , $160.0 , $294.6 , $88.1 , $206.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25,mun3,140, $997.3 ," $1,079.5 ", $179.9 , $331.2 , $124.9 , $206.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,mun3,141, $372.0 , $485.7 , $80.9 , $149.0 , $96.3 , $52.8 ,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
27,mun3,141, $825.3 , $951.0 , $317.0 , $583.6 , $127.8 , $455.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
28,mun3,141, $300.8 , $317.8 , $79.4 , $146.3 , $88.2 , $58.1 ,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
29,mun3,141, $782.5 , $826.3 , $206.6 , $380.3 , $111.6 , $268.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,mun3,140, $675.8 , $739.0 , $147.8 , $272.1 , $114.8 , $157.3 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
31,mun3,141, $420.4 , $483.7 , $241.9 , $445.3 , $88.8 , $356.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
32,mun3,140, $277.5 , $414.5 , $103.6 , $190.8 , $99.4 , $91.4 ,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
33,mun3,141, $390.0 , $422.3 , $211.1 , $388.7 , $96.4 , $292.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,mun3,140, $395.0 , $471.2 , $157.1 , $289.2 , $129.3 , $159.9 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35,mun3,140, $957.5 ," $1,057.2 ", $264.3 , $486.6 , $105.4 , $381.2 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
36,mun3,104, $625.0 , $675.5 , $225.2 , $414.5 , $91.9 , $322.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37,mun3,104," $1,427.8 "," $1,538.3 ", $384.6 , $708.1 , $108.0 , $600.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,mun3,103, $-   , $145.5 , $72.8 , $134.0 , $89.5 , $44.5 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
39,mun3,104," $1,318.3 "," $1,396.8 ", $465.6 , $857.2 , $65.0 , $792.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
40,mun3,104, $303.3 , $407.6 , $203.8 , $375.2 , $89.6 , $285.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41,mun3,104, $250.0 , $367.4 , $91.8 , $169.1 , $104.7 , $64.3 ,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
42,mun3,103, $395.4 , $489.4 , $163.1 , $300.4 , $118.3 , $182.0 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
43,mun3,104," $1,120.0 "," $1,203.8 ", $300.9 , $554.1 , $136.3 , $417.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,mun3,104, $710.0 , $852.5 , $284.2 , $523.2 , $80.7 , $442.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
45,mun3,105, $130.0 , $242.2 , $242.2 , $445.9 , $98.3 , $347.6 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,mun3,103, $631.7 , $740.6 , $370.3 , $681.7 , $104.5 , $577.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47,mun3,104, $800.0 , $949.6 , $237.4 , $437.1 , $81.4 , $355.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48,mun3,191, $652.5 , $718.8 , $179.7 , $330.8 , $121.9 , $208.9 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
49,mun3,192, $433.3 , $549.2 , $137.3 , $252.8 , $100.7 , $152.1 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
50,mun3,192, $50.0 , $146.4 , $73.2 , $134.7 , $59.3 , $75.4 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
51,mun3,192, $652.5 , $741.8 , $148.4 , $273.1 , $124.2 , $148.9 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
52,mun3,192, $317.5 , $527.1 , $175.7 , $323.5 , $114.3 , $209.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
53,mun3,192, $107.5 , $192.4 , $48.1 , $88.6 , $112.1 , $(23.6),1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
54,mun3,192, $512.5 , $586.3 , $117.3 , $215.9 , $86.7 , $129.1 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
55,mun3,192, $802.5 , $922.1 , $184.4 , $339.5 , $111.8 , $227.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
56,mun3,192, $790.8 , $907.9 , $227.0 , $417.9 , $87.9 , $330.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
57,mun3,192, $402.5 , $478.5 , $79.8 , $146.8 , $87.7 , $59.1 ,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
58,mun3,191, $120.0 , $246.1 , $49.2 , $90.6 , $90.6 , $0.0 ,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0
59,mun3,258, $122.5 , $266.1 , $266.1 , $490.0 , $130.8 , $359.2 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,mun3,256, $600.0 , $694.1 , $231.4 , $426.0 , $135.9 , $290.0 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
61,mun3,256," $1,000.0 "," $1,081.9 ", $360.6 , $664.0 , $136.4 , $527.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
62,mun3,255, $650.0 , $705.0 , $235.0 , $432.6 , $92.3 , $340.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
63,mun3,255, $200.0 , $280.5 , $56.1 , $103.3 , $97.2 , $6.0 ,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
64,mun3,256, $938.9 ," $1,070.6 ", $356.9 , $657.0 , $74.8 , $582.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
65,mun3,255, $366.2 , $461.0 , $153.7 , $282.9 , $108.7 , $174.2 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
66,mun3,255," $1,425.0 "," $1,519.8 ", $217.1 , $399.7 , $102.3 , $297.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,mun3,255, $106.8 , $241.3 , $120.7 , $222.2 , $87.9 , $134.3 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
68,mun3,255, $216.7 , $334.0 , $167.0 , $307.5 , $129.8 , $177.6 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69,mun3,255, $2.5 , $107.2 , $53.6 , $98.7 , $104.8 , $(6.2),1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
70,mun3,258, $100.0 , $222.4 , $222.4 , $409.5 , $117.2 , $292.3 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
71,mun3,143, $212.5 , $321.7 , $321.7 , $592.3 , $68.0 , $524.3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,mun3,142," $1,017.5 "," $1,119.5 ", $559.8 ," $1,030.6 ", $112.4 , $918.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
73,mun3,142, $930.0 , $970.7 , $485.4 , $893.6 , $129.3 , $764.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74,mun3,142, $600.0 , $746.4 , $124.4 , $229.0 , $109.5 , $119.6 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
75,mun3,140, $302.5 , $410.1 , $136.7 , $251.7 , $99.1 , $152.6 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
76,mun3,142, $454.5 , $526.8 , $105.4 , $194.0 , $66.6 , $127.4 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
77,mun3,142," $1,101.3 "," $1,173.5 ", $234.7 , $432.1 , $89.4 , $342.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
78,mun3,142, $695.4 , $808.9 , $202.2 , $372.3 , $138.1 , $234.2 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
79,mun3,140, $246.7 , $340.0 , $113.3 , $208.7 , $121.6 , $87.1 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
80,mun3,142, $282.5 , $399.9 , $100.0 , $184.0 , $117.6 , $66.5 ,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
81,mun3,142, $245.2 , $322.8 , $64.6 , $118.9 , $91.7 , $27.2 ,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
82,mun3,167, $596.7 , $670.2 , $335.1 , $616.9 , $108.7 , $508.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
83,mun3,167, $900.0 ," $1,022.0 ", $255.5 , $470.4 , $97.1 , $373.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
84,mun3,167, $744.6 , $859.3 , $214.8 , $395.5 , $94.4 , $301.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
85,mun3,166, $780.0 , $910.5 , $910.5 ," $1,676.3 ", $81.9 ," $1,594.4 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
86,mun3,167, $676.7 , $837.5 , $418.7 , $770.9 , $58.2 , $712.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
87,mun3,167, $375.0 , $486.3 , $162.1 , $298.4 , $58.2 , $240.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,mun3,167," $1,007.5 "," $1,124.6 ", $281.2 , $517.6 , $92.7 , $424.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
89,mun3,169, $260.0 , $370.2 , $185.1 , $340.8 , $80.3 , $260.5 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,mun3,167, $713.3 , $763.9 , $382.0 , $703.2 , $134.3 , $568.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
91,mun3,167, $574.7 , $684.3 , $171.1 , $315.0 , $77.0 , $238.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
92,mun3,168, $543.0 , $662.4 , $94.6 , $174.2 , $125.9 , $48.3 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
93,mun3,166, $-   , $56.0 , $28.0 , $51.6 , $110.8 , $(59.3),1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0
94,mun3,169, $216.7 , $319.3 , $319.3 , $587.9 , $110.6 , $477.3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,mun3,187, $878.0 ," $1,010.3 ", $336.8 , $620.0 , $115.7 , $504.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
96,mun3,186, $115.0 , $251.5 , $125.8 , $231.5 , $104.5 , $127.0 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,mun3,185, $503.5 , $660.7 , $220.2 , $405.4 , $138.7 , $266.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
98,mun3,186, $433.3 , $541.3 , $135.3 , $249.2 , $114.7 , $134.5 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
99,mun3,186, $695.4 , $817.9 , $204.5 , $376.4 , $110.3 , $266.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
100,mun3,186, $456.8 , $591.0 , $118.2 , $217.6 , $81.5 , $136.1 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
101,mun3,186, $308.3 , $403.7 , $134.6 , $247.7 , $107.0 , $140.7 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
102,mun3,186, $290.0 , $337.0 , $112.3 , $206.8 , $75.4 , $131.4 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
103,mun3,186, $440.0 , $595.9 , $298.0 , $548.6 , $104.8 , $443.8 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
104,mun3,185, $310.0 , $451.8 , $90.4 , $166.4 , $96.1 , $70.3 ,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
105,mun3,187, $272.5 , $391.2 , $48.9 , $90.0 , $107.9 , $(17.9),1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0
106,mun3,186, $590.7 , $718.4 , $179.6 , $330.7 , $97.8 , $232.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
107,mun3,234, $85.0 , $179.5 , $89.8 , $165.3 , $100.9 , $64.4 ,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
108,mun3,232, $561.5 , $659.5 , $164.9 , $303.6 , $72.7 , $230.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
109,mun3,235, $62.0 , $188.3 , $62.8 , $115.6 , $98.0 , $17.5 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
110,mun3,237, $368.3 , $451.0 , $451.0 , $830.3 , $115.7 , $714.5 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,mun3,233, $878.3 , $952.1 , $238.0 , $438.2 , $79.5 , $358.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
112,mun3,235," $1,102.0 "," $1,199.8 ", $399.9 , $736.3 , $79.6 , $656.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
113,mun3,234, $717.5 , $841.2 , $210.3 , $387.2 , $85.6 , $301.6 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
114,mun3,234, $360.0 , $453.9 , $226.9 , $417.8 , $98.1 , $319.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
115,mun3,234, $900.0 ," $1,019.4 ", $509.7 , $938.4 , $77.0 , $861.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
116,mun3,235, $435.8 , $522.3 , $174.1 , $320.5 , $75.5 , $245.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
117,mun3,234, $616.7 , $691.6 , $345.8 , $636.7 , $103.5 , $533.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
118,mun3,235, $561.4 , $697.2 , $139.4 , $256.7 , $114.4 , $142.3 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
119,mun3,167, $610.0 , $698.8 , $139.8 , $410.7 , $118.6 , $292.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
120,mun3,167, $615.0 , $699.5 , $116.6 , $342.6 , $129.9 , $212.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
121,mun3,167," $1,050.0 "," $1,145.3 ", $190.9 , $561.0 , $71.7 , $489.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
122,mun3,169, $481.5 , $496.3 , $496.3 ," $1,458.7 ", $80.6 ," $1,378.0 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,mun3,167, $230.0 , $361.3 , $180.7 , $530.9 , $80.3 , $450.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
124,mun3,167," $1,641.8 "," $1,738.4 ", $347.7 ," $1,021.8 ", $95.0 , $926.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
125,mun3,167," $1,062.5 "," $1,182.8 ", $147.9 , $434.5 , $85.3 , $349.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
126,mun3,167, $400.4 , $502.0 , $125.5 , $368.9 , $92.4 , $276.4 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
127,mun3,167, $418.3 , $498.4 , $249.2 , $732.3 , $93.1 , $639.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
128,mun3,167, $465.5 , $564.1 , $141.0 , $414.5 , $55.1 , $359.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
129,mun3,167," $1,060.5 "," $1,148.9 ", $229.8 , $675.3 , $110.7 , $564.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
130,mun3,121, $738.7 , $836.2 , $278.7 , $819.2 , $111.8 , $707.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
131,mun3,120, $2.5 , $103.7 , $103.7 , $304.7 , $82.2 , $222.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
132,mun3,121, $335.0 , $444.8 , $148.3 , $435.8 , $94.0 , $341.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
133,mun3,120, $340.0 , $443.8 , $110.9 , $326.0 , $139.8 , $186.2 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
134,mun3,121," $1,754.9 "," $1,922.9 ", $320.5 , $941.9 , $118.3 , $823.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
135,mun3,122, $933.9 ," $1,050.9 ", $150.1 , $441.2 , $117.4 , $323.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
136,mun3,122, $247.0 , $317.9 , $106.0 , $311.4 , $106.9 , $204.6 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
137,mun3,122, $122.5 , $257.1 , $128.5 , $377.8 , $72.3 , $305.5 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
138,mun3,121, $522.5 , $612.0 , $153.0 , $449.6 , $134.2 , $315.5 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
139,mun3,121, $271.7 , $380.3 , $126.8 , $372.5 , $103.0 , $269.5 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
140,mun3,122, $262.5 , $366.0 , $122.0 , $358.5 , $89.3 , $269.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
141,mun3,122, $311.3 , $364.5 , $121.5 , $357.1 , $89.0 , $268.1 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
142,mun3,241, $-   , $104.9 , $104.9 , $308.4 , $112.4 , $196.0 ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,mun3,240, $7.5 , $88.6 , $22.2 , $65.1 , $60.2 , $4.9 ,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
144,mun3,239, $552.2 , $625.3 , $208.4 , $612.6 , $87.8 , $524.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
145,mun3,238, $214.8 , $328.6 , $82.2 , $241.4 , $60.4 , $181.1 ,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
146,mun3,237, $130.0 , $231.4 , $77.1 , $226.7 , $115.0 , $111.7 ,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
147,mun3,237, $262.5 , $360.0 , $72.0 , $211.6 , $108.4 , $103.2 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
148,mun3,237, $312.0 , $428.1 , $142.7 , $419.4 , $101.2 , $318.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
149,mun3,239, $624.0 , $774.9 , $155.0 , $455.5 , $93.4 , $362.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
150,mun3,238, $325.0 , $456.7 , $228.4 , $671.1 , $75.1 , $596.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
151,mun3,241, $312.0 , $469.7 , $156.6 , $460.1 , $84.2 , $375.9 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
152,mun3,241, $652.5 , $744.8 , $744.8 ," $2,188.8 ", $83.1 ," $2,105.7 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153,mun3,237, $552.5 , $642.8 , $128.6 , $377.8 , $75.4 , $302.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
154,mun3,121, $18.4 , $116.7 , $38.9 , $114.4 , $56.6 , $57.8 ,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0
155,mun3,120, $2.5 , $105.8 , $52.9 , $155.5 , $87.6 , $68.0 ,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
156,mun3,121, $402.5 , $487.7 , $162.6 , $477.8 , $110.8 , $367.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
157,mun3,121, $262.5 , $388.5 , $194.3 , $570.9 , $93.5 , $477.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
158,mun3,120," $1,226.7 "," $1,296.2 ", $324.1 , $952.4 , $104.5 , $847.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
159,mun3,121," $1,262.5 "," $1,314.9 ", $263.0 , $772.9 , $85.0 , $687.8 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
160,mun3,121, $622.5 , $726.9 , $181.7 , $534.0 , $113.6 , $420.4 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
161,mun3,120, $112.5 , $208.6 , $69.5 , $204.3 , $89.8 , $114.6 ,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
162,mun3,120, $585.5 , $683.8 , $227.9 , $669.8 , $128.3 , $541.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
163,mun3,120, $182.5 , $252.7 , $84.2 , $247.6 , $125.3 , $122.3 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
164,mun3,120, $102.5 , $210.6 , $105.3 , $309.4 , $97.2 , $212.2 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
165,mun3,121, $695.8 , $812.5 , $162.5 , $477.6 , $138.8 , $338.7 ,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
166,mun3,150, $880.0 , $944.8 , $189.0 , $347.9 , $97.7 , $250.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
167,mun3,148, $-   , $150.5 , $150.5 , $277.2 , $101.6 , $175.6 ,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
168,mun3,150, $744.3 , $853.6 , $426.8 , $785.7 , $100.5 , $685.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
