idh_ch,region_c,factor_ch,inc_total_ch,inc_proxy_ch,inc_proxy_ch_pc,inc_total_norm_ch_pc,shock,inc_after_shock,poor_before,poor_after,poor_new,afectados,P1_elegible,P2_elegible,P3_elegible,P4_elegible,P5_elegible,P6_elegible,P1_benef,P2_benef,P3_benef,P4_benef,P5_benef,P6_benef,P_benef,P_no_benef
14699,mun8,365, $650.0 , $726.9 , $181.7 , $334.5 , $101.2 , $233.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14700,mun8,365, $280.5 , $364.5 , $182.2 , $335.5 , $101.8 , $233.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14701,mun8,365, $132.5 , $244.8 , $122.4 , $225.4 , $94.3 , $131.0 ,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
14702,mun8,365, $349.2 , $458.4 , $152.8 , $281.3 , $88.4 , $192.9 ,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
14703,mun8,365, $694.2 , $794.9 , $198.7 , $365.9 , $104.7 , $261.2 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14704,mun8,365, $504.2 , $660.7 , $220.2 , $405.4 , $55.4 , $350.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14705,mun8,365, $390.5 , $474.0 , $474.0 , $872.6 , $78.7 , $793.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14706,mun8,365, $7.5 , $97.6 , $16.3 , $30.0 , $128.0 , $(98.1),1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0
14707,mun8,365, $267.5 , $361.4 , $90.3 , $166.3 , $79.7 , $86.7 ,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
14708,mun4,215, $100.0 , $228.8 , $32.7 , $96.1 , $51.0 , $45.1 ,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
14709,mun4,217, $2.5 , $117.2 , $29.3 , $86.1 , $78.5 , $7.6 ,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
14710,mun4,215, $303.3 , $393.7 , $131.2 , $385.7 , $116.4 , $269.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14711,mun4,216, $303.3 , $422.3 , $140.8 , $413.7 , $103.8 , $309.9 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14712,mun4,213, $102.5 , $183.8 , $91.9 , $270.1 , $110.5 , $159.7 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14713,mun4,215, $200.0 , $300.4 , $100.1 , $294.3 , $115.1 , $179.2 ,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14714,mun4,218, $290.8 , $424.7 , $424.7 ," $1,248.2 ", $96.1 ," $1,152.2 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14715,mun4,218, $616.7 , $719.9 , $719.9 ," $2,115.7 ", $82.1 ," $2,033.5 ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14716,mun4,218, $-   , $98.3 , $98.3 , $289.0 , $116.7 , $172.2 ,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14717,mun4,218, $100.0 , $168.1 , $168.1 , $494.1 , $95.7 , $398.4 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14718,mun4,213, $595.0 , $682.3 , $170.6 , $501.3 , $144.9 , $356.5 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14719,mun4,210, $-   , $97.0 , $48.5 , $142.6 , $98.7 , $43.9 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
14720,mun4,214, $150.0 , $214.7 , $53.7 , $157.8 , $81.5 , $76.3 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
14721,mun4,213, $-   , $134.9 , $67.5 , $198.3 , $91.0 , $107.2 ,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
14722,mun4,214, $175.8 , $305.2 , $101.7 , $299.0 , $105.1 , $193.9 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14723,mun4,213, $120.0 , $197.5 , $98.7 , $290.2 , $97.4 , $192.8 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14724,mun4,210, $110.0 , $229.1 , $114.6 , $336.7 , $121.5 , $215.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14725,mun4,212," $1,325.0 "," $1,425.7 ", $285.1 , $838.0 , $122.7 , $715.4 ,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
14726,mun4,214, $500.0 , $572.3 , $190.8 , $560.6 , $133.8 , $426.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14727,mun4,213, $-   , $106.7 , $53.4 , $156.8 , $73.2 , $83.6 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
14728,mun4,210, $251.7 , $408.9 , $408.9 ," $1,201.7 ", $68.1 ," $1,133.6 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14729,mun4,212, $-   , $135.1 , $45.0 , $132.3 , $129.5 , $2.8 ,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
14730,mun4,210," $1,000.0 "," $1,117.0 "," $1,117.0 "," $3,282.9 ", $86.7 ," $3,196.2 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14731,mun4,214, $931.7 , $980.3 , $326.8 , $960.4 , $85.8 , $874.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14732,mun4,212, $410.0 , $523.0 , $174.3 , $512.3 , $114.3 , $398.1 ,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
14733,mun4,241, $150.0 , $261.8 , $261.8 , $482.0 , $99.9 , $382.1 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
14734,mun4,242, $434.5 , $514.5 , $171.5 , $315.8 , $96.1 , $219.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14735,mun4,243, $468.3 , $567.9 , $142.0 , $261.4 , $147.9 , $113.4 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14736,mun4,245, $52.5 , $166.1 , $166.1 , $305.8 , $86.1 , $219.7 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14737,mun4,244, $206.0 , $338.9 , $113.0 , $208.0 , $118.0 , $90.0 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14738,mun4,243, $803.3 , $931.2 , $465.6 , $857.2 , $106.9 , $750.3 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
14739,mun4,244, $303.3 , $365.6 , $121.9 , $224.4 , $101.5 , $122.8 ,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0
14740,mun4,243, $285.0 , $374.2 , $187.1 , $344.5 , $106.3 , $238.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14741,mun4,241, $-   , $89.1 , $89.1 , $164.1 , $98.6 , $65.4 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
14742,mun4,244, $848.8 , $941.7 , $313.9 , $577.9 , $125.0 , $452.9 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
14743,mun4,215, $695.0 , $834.9 , $167.0 , $490.7 , $83.9 , $406.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14744,mun4,216, $27.5 , $171.3 , $57.1 , $167.8 , $120.7 , $47.1 ,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
14745,mun4,215, $156.0 , $248.8 , $124.4 , $365.5 , $90.8 , $274.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14746,mun4,215, $346.0 , $433.5 , $86.7 , $254.8 , $119.3 , $135.5 ,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
14747,mun4,216, $-   , $115.6 , $38.5 , $113.2 , $99.4 , $13.8 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
14748,mun4,214, $127.5 , $267.5 , $89.2 , $262.1 , $104.3 , $157.8 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14749,mun4,215, $5.0 , $108.7 , $21.7 , $63.9 , $105.6 , $(41.7),1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
14750,mun4,217, $-   , $103.2 , $103.2 , $303.2 , $115.5 , $187.7 ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14751,mun4,217, $208.0 , $243.7 , $243.7 , $716.1 , $42.6 , $673.5 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14752,mun4,215, $324.5 , $403.6 , $80.7 , $237.3 , $109.7 , $127.5 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14753,mun4,216, $2.5 , $116.8 , $38.9 , $114.4 , $134.9 , $(20.4),1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
14754,mun4,215, $355.0 , $474.7 , $67.8 , $199.3 , $106.7 , $92.6 ,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
14755,mun4,224, $600.0 , $682.8 , $682.8 ," $1,257.0 ", $82.3 ," $1,174.7 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14756,mun4,227, $730.0 , $810.9 , $270.3 , $497.6 , $95.2 , $402.4 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
14757,mun4,227, $495.8 , $635.3 , $211.8 , $389.9 , $119.1 , $270.8 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14758,mun4,224, $250.0 , $364.0 , $364.0 , $670.1 , $106.9 , $563.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14759,mun4,225," $1,270.8 "," $1,382.0 ", $345.5 , $636.1 , $92.0 , $544.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14760,mun4,226, $740.0 , $855.2 , $427.6 , $787.2 , $64.4 , $722.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14761,mun4,226, $350.0 , $523.4 , $261.7 , $481.8 , $111.3 , $370.6 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
14762,mun4,226," $1,080.0 "," $1,203.1 ", $601.5 ," $1,107.5 ", $87.2 ," $1,020.3 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14763,mun4,224, $240.0 , $321.5 , $321.5 , $591.8 , $72.9 , $519.0 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
14764,mun4,226, $-   , $132.4 , $66.2 , $121.9 , $96.6 , $25.3 ,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
14765,mun4,226," $1,000.0 "," $1,158.9 ", $386.3 , $711.2 , $78.9 , $632.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14766,mun4,224, $150.0 , $266.4 , $266.4 , $490.5 , $99.6 , $390.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14767,mun4,225," $1,700.0 "," $1,796.7 ", $449.2 , $827.0 , $64.2 , $762.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14768,mun4,248, $483.3 , $563.9 , $141.0 , $259.5 , $82.3 , $177.3 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14769,mun4,247, $422.0 , $544.8 , $136.2 , $250.8 , $74.7 , $176.1 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14770,mun4,248, $925.0 ," $1,028.1 ", $205.6 , $378.6 , $114.6 , $263.9 ,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
14771,mun4,246, $175.0 , $239.0 , $239.0 , $440.0 , $93.9 , $346.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14772,mun4,248, $-   , $111.3 , $55.6 , $102.4 , $96.8 , $5.6 ,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
14773,mun4,246, $-   , $109.5 , $109.5 , $201.6 , $75.1 , $126.5 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14774,mun4,246, $326.7 , $436.2 , $436.2 , $803.0 , $86.7 , $716.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14775,mun4,246, $-   , $150.8 , $50.3 , $92.6 , $107.4 , $(14.8),1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
14776,mun4,248, $13.3 , $59.8 , $29.9 , $55.0 , $113.4 , $(58.3),1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
14777,mun4,248, $600.0 , $789.5 , $197.4 , $363.4 , $77.7 , $285.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14778,mun4,246, $-   , $58.7 , $58.7 , $108.0 , $98.4 , $9.6 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
14779,mun4,248, $778.2 , $932.5 , $466.2 , $858.4 , $91.1 , $767.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14780,mun4,248, $260.0 , $357.1 , $89.3 , $164.4 , $97.2 , $67.2 ,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
14781,mun4,247, $262.5 , $383.5 , $191.8 , $563.6 , $69.3 , $494.3 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
14782,mun4,247, $34.7 , $114.7 , $57.4 , $168.6 , $106.9 , $61.7 ,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
14783,mun4,249, $600.0 , $648.5 , $108.1 , $317.6 , $102.8 , $214.8 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14784,mun4,246, $456.7 , $509.3 , $101.9 , $299.4 , $85.6 , $213.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14785,mun4,247, $219.0 , $324.4 , $162.2 , $476.7 , $97.2 , $379.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14786,mun4,247, $-   , $135.8 , $67.9 , $199.5 , $107.8 , $91.7 ,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
14787,mun4,245, $326.0 , $425.1 , $106.3 , $312.3 , $73.2 , $239.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14788,mun4,244, $-   , $112.1 , $112.1 , $329.6 , $120.9 , $208.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14789,mun4,247, $75.0 , $117.0 , $29.2 , $85.9 , $92.9 , $(7.0),1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0
14790,mun4,246, $196.0 , $283.2 , $141.6 , $416.2 , $98.3 , $317.9 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
14791,mun4,245, $230.0 , $281.2 , $46.9 , $137.8 , $127.8 , $9.9 ,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
14792,mun4,247, $228.5 , $285.6 , $142.8 , $419.6 , $66.3 , $353.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14793,mun4,248, $453.3 , $536.3 , $178.8 , $525.4 , $78.5 , $446.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14794,mun4,337, $181.7 , $285.2 , $285.2 , $838.2 , $93.7 , $744.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14795,mun4,341, $796.7 , $887.9 , $444.0 ," $1,304.7 ", $95.9 ," $1,208.8 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14796,mun4,341, $452.3 , $494.0 , $123.5 , $363.0 , $75.7 , $287.3 ,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
14797,mun4,341, $160.3 , $257.0 , $128.5 , $377.6 , $92.0 , $285.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14798,mun4,339, $556.0 , $713.3 , $178.3 , $524.1 , $61.3 , $462.8 ,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
14799,mun4,341, $900.0 , $997.8 , $498.9 ," $1,466.3 ", $85.0 ," $1,381.2 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14800,mun4,341, $75.0 , $219.1 , $109.6 , $322.0 , $82.7 , $239.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14801,mun4,341, $842.5 , $931.4 , $232.8 , $684.3 , $109.4 , $574.9 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14802,mun4,345, $185.3 , $277.1 , $277.1 , $814.4 , $117.3 , $697.1 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14803,mun4,345, $140.0 , $200.9 , $200.9 , $590.5 , $126.8 , $463.6 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14804,mun4,258, $90.0 , $187.0 , $93.5 , $172.1 , $154.1 , $18.0 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
14805,mun4,258, $395.4 , $511.0 , $255.5 , $470.4 , $111.5 , $358.9 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
14806,mun4,259, $607.5 , $696.1 , $139.2 , $256.3 , $128.2 , $128.1 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14807,mun4,260, $-   , $105.7 , $26.4 , $48.7 , $113.4 , $(64.8),1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0
14808,mun4,261, $-   , $121.1 , $121.1 , $223.0 , $106.6 , $116.4 ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14809,mun4,258, $150.0 , $217.4 , $54.4 , $100.1 , $99.2 , $0.8 ,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
14810,mun4,256, $-   , $81.1 , $81.1 , $149.3 , $91.2 , $58.1 ,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
14811,mun4,258, $102.5 , $239.4 , $119.7 , $220.4 , $111.3 , $109.0 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14812,mun4,258, $-   , $123.7 , $61.8 , $113.8 , $93.4 , $20.4 ,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
14813,mun4,258, $-   , $104.3 , $34.8 , $64.0 , $136.0 , $(72.0),1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0
14814,mun4,258, $5.0 , $90.7 , $45.3 , $83.5 , $108.6 , $(25.1),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14815,mun4,260, $5.0 , $105.5 , $26.4 , $48.6 , $97.6 , $(49.1),1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
14816,mun4,259, $-   , $128.2 , $42.7 , $78.7 , $146.6 , $(67.9),1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
14817,mun4,259, $-   , $77.8 , $25.9 , $47.7 , $77.7 , $(30.0),1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
14818,mun4,249, $211.7 , $318.5 , $79.6 , $234.0 , $124.8 , $109.2 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14819,mun4,254, $208.0 , $294.3 , $294.3 , $864.9 , $116.0 , $748.9 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14820,mun4,251, $480.4 , $621.5 , $155.4 , $456.6 , $65.0 , $391.6 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14821,mun4,251, $275.0 , $365.2 , $182.6 , $536.6 , $99.1 , $437.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14822,mun4,250, $130.0 , $234.3 , $78.1 , $229.5 , $160.9 , $68.7 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14823,mun4,250, $100.0 , $222.2 , $74.1 , $217.7 , $80.8 , $136.9 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14824,mun4,254, $-   , $90.0 , $90.0 , $264.6 , $146.0 , $118.6 ,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14825,mun4,254, $182.0 , $343.0 , $343.0 ," $1,008.1 ", $53.8 , $954.4 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14826,mun4,252, $-   , $42.3 , $14.1 , $41.4 , $83.4 , $(42.0),1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
14827,mun4,252, $-   , $115.1 , $38.4 , $112.7 , $120.5 , $(7.8),1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
14828,mun4,252, $100.0 , $212.6 , $70.9 , $208.3 , $110.7 , $97.6 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14829,mun4,250, $104.0 , $187.7 , $62.6 , $183.8 , $59.5 , $124.3 ,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
14830,mun4,252, $104.0 , $252.1 , $84.0 , $246.9 , $83.1 , $163.9 ,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14831,mun4,251, $559.3 , $655.2 , $163.8 , $481.4 , $113.7 , $367.7 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14832,mun4,251, $-   , $130.1 , $65.0 , $191.1 , $104.5 , $86.6 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
14833,mun4,250, $230.0 , $301.7 , $100.6 , $295.5 , $91.2 , $204.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14834,mun4,182, $343.0 , $460.7 , $153.6 , $282.7 , $97.8 , $184.9 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14835,mun4,181, $312.5 , $430.3 , $215.1 , $396.1 , $87.1 , $309.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14836,mun4,182, $154.0 , $265.7 , $88.6 , $163.0 , $66.6 , $96.4 ,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
14837,mun4,181, $80.0 , $185.9 , $93.0 , $171.1 , $112.4 , $58.8 ,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
14838,mun4,180, $313.6 , $403.3 , $80.7 , $148.5 , $118.3 , $30.2 ,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
14839,mun4,181, $498.4 , $601.0 , $300.5 , $553.3 , $85.4 , $467.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14840,mun4,181," $1,300.0 "," $1,407.3 ", $351.8 , $647.7 , $123.1 , $524.7 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14841,mun4,181, $643.8 , $714.0 , $178.5 , $328.6 , $97.1 , $231.5 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14842,mun4,181, $12.5 , $86.0 , $21.5 , $39.6 , $58.4 , $(18.8),1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0
14843,mun4,181, $-   , $67.2 , $22.4 , $41.2 , $84.9 , $(43.7),1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0
14844,mun4,182, $610.0 , $689.1 , $229.7 , $422.9 , $133.2 , $289.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14845,mun4,297, $260.0 , $355.1 , $118.4 , $347.9 , $91.4 , $256.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14846,mun4,300, $30.0 , $128.1 , $42.7 , $125.5 , $115.8 , $9.7 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
14847,mun4,297, $184.5 , $324.7 , $108.2 , $318.0 , $119.5 , $198.6 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14848,mun4,298, $247.0 , $341.3 , $48.8 , $143.3 , $100.9 , $42.4 ,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
14849,mun4,300, $160.0 , $244.4 , $81.5 , $239.4 , $101.3 , $138.2 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14850,mun4,298, $72.0 , $158.8 , $79.4 , $233.3 , $45.4 , $187.9 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14851,mun4,302, $446.7 , $573.2 , $286.6 , $842.4 , $99.6 , $742.8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14852,mun4,298, $568.7 , $670.4 , $167.6 , $492.6 , $92.6 , $400.0 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14853,mun4,297, $233.3 , $344.4 , $114.8 , $337.4 , $100.7 , $236.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14854,mun4,297, $145.0 , $197.3 , $65.8 , $193.3 , $96.4 , $96.8 ,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
14855,mun4,298, $200.0 , $303.8 , $151.9 , $446.4 , $115.3 , $331.1 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
14856,mun4,295, $90.0 , $231.5 , $115.8 , $340.2 , $82.9 , $257.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14857,mun4,271," $1,237.0 "," $1,299.4 ", $324.9 , $954.7 , $87.3 , $867.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14858,mun4,271, $350.0 , $438.2 , $87.6 , $257.6 , $82.4 , $175.2 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14859,mun4,271, $181.7 , $274.9 , $137.5 , $404.0 , $104.5 , $299.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14860,mun4,271, $410.0 , $491.8 , $98.4 , $289.1 , $92.2 , $196.9 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14861,mun4,270, $140.0 , $247.9 , $82.6 , $242.9 , $104.8 , $138.0 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14862,mun4,271, $156.0 , $249.3 , $62.3 , $183.1 , $139.6 , $43.5 ,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
14863,mun4,272, $394.3 , $501.8 , $167.3 , $491.6 , $80.4 , $411.2 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
14864,mun4,274, $212.3 , $294.7 , $294.7 , $866.2 , $91.3 , $774.9 ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
14865,mun4,274, $-   , $70.4 , $70.4 , $206.8 , $120.7 , $86.1 ,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14866,mun4,270, $268.3 , $334.9 , $83.7 , $246.1 , $111.8 , $134.3 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
